Input_File,Run_ID,e,r,sampleout,samples,Outcome,Sampling_Case,Success_Prob,Solutions_Found,ApproxMC_Time,Sampling_Time,Avg_Sample_Time,CPU_Time,Wall_Time,Space_MB,Result_Code,Directory_Ref
blasted_case_0_ptb_1.cnf.gz.no_w.cnf,4514,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.3100,37.9500,N/A,38.48,53.46,44.0,0,blasted_case_0_ptb_1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4514
blasted_case_0_ptb_1.cnf.gz.no_w.cnf,4515,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2700,17.1200,N/A,17.51,23.48,33.0,0,blasted_case_0_ptb_1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4515
blasted_case_0_ptb_1.cnf.gz.no_w.cnf,4516,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.2700,12.4400,N/A,12.84,17.59,29.0,0,blasted_case_0_ptb_1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4516
blasted_case_0_ptb_1.cnf.gz.no_w.cnf,4517,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.2400,8.0600,N/A,8.39,11.41,27.0,0,blasted_case_0_ptb_1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4517
blasted_case_0_ptb_1.cnf.gz.no_w.cnf,4518,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.2700,10.2600,N/A,10.7,13.8,39.0,0,blasted_case_0_ptb_1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4518
blasted_case_0_ptb_2.cnf.gz.no_w.cnf,4519,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,1.1000,102.7600,N/A,104.11,137.79,82.0,0,blasted_case_0_ptb_2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4519
blasted_case_0_ptb_2.cnf.gz.no_w.cnf,4520,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.9400,36.3900,N/A,37.57,55.46,39.0,0,blasted_case_0_ptb_2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4520
blasted_case_0_ptb_2.cnf.gz.no_w.cnf,4521,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.8400,17.6400,N/A,18.59,27.18,29.0,0,blasted_case_0_ptb_2.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4521
blasted_case_0_ptb_2.cnf.gz.no_w.cnf,4522,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.7400,18.4500,N/A,19.38,3553.11,35.0,0,blasted_case_0_ptb_2.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4522
blasted_case_0_ptb_2.cnf.gz.no_w.cnf,4523,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.6200,10.8500,N/A,11.58,3552.91,28.0,0,blasted_case_0_ptb_2.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4523
blasted_case_0_ptb_2.cnf.gz.no_w.cnf,4524,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.6200,15.3900,N/A,16.2,3553.01,34.0,0,blasted_case_0_ptb_2.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4524
blasted_case_1_4_b14_even.cnf.gz.no_w.cnf,4525,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.5100,183.3300,N/A,184.13,3553.41,112.0,0,blasted_case_1_4_b14_even.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4525
blasted_case_1_4_b14_even.cnf.gz.no_w.cnf,4526,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.4200,52.5300,N/A,53.16,3553.4,50.0,0,blasted_case_1_4_b14_even.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4526
blasted_case_1_4_b14_even.cnf.gz.no_w.cnf,4527,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.4000,28.8700,N/A,29.45,38.24,49.0,0,blasted_case_1_4_b14_even.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4527
blasted_case_1_4_b14_even.cnf.gz.no_w.cnf,4528,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.4000,22.1300,N/A,22.75,28.56,51.0,0,blasted_case_1_4_b14_even.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4528
blasted_case_1_4_b14_even.cnf.gz.no_w.cnf,4529,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.4100,12.1800,N/A,12.75,17.76,39.0,0,blasted_case_1_4_b14_even.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4529
blasted_case_1_4_b14_even.cnf.gz.no_w.cnf,4530,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.4000,21.4600,N/A,22.22,30.21,49.0,0,blasted_case_1_4_b14_even.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4530
blasted_case_1_b11_1.cnf.gz.no_w.cnf,4531,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.1100,25.8300,N/A,26.15,36.66,41.0,0,blasted_case_1_b11_1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4531
blasted_case_1_b11_1.cnf.gz.no_w.cnf,4532,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0900,5.9400,N/A,6.09,8.28,16.0,0,blasted_case_1_b11_1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4532
blasted_case_1_b11_1.cnf.gz.no_w.cnf,4533,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0800,3.3600,N/A,3.45,4.49,12.0,0,blasted_case_1_b11_1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4533
blasted_case_1_b11_1.cnf.gz.no_w.cnf,4534,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0800,3.3600,N/A,3.51,4.58,14.0,0,blasted_case_1_b11_1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4534
blasted_case_1_b11_1.cnf.gz.no_w.cnf,4535,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0700,1.8900,N/A,2.01,2.54,12.0,0,blasted_case_1_b11_1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4535
blasted_case_1_b11_1.cnf.gz.no_w.cnf,4536,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0600,1.9400,N/A,2.06,2.65,11.0,0,blasted_case_1_b11_1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4536
blasted_case_1_b12_1.cnf.gz.no_w.cnf,4537,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.0800,6.9700,N/A,7.15,9.34,23.0,0,blasted_case_1_b12_1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4537
blasted_case_1_b12_1.cnf.gz.no_w.cnf,4538,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0600,2.8500,N/A,2.93,3.88,12.0,0,blasted_case_1_b12_1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4538
blasted_case_1_b12_1.cnf.gz.no_w.cnf,4539,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,1.6300,N/A,1.7,2.25,10.0,0,blasted_case_1_b12_1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4539
blasted_case_1_b12_1.cnf.gz.no_w.cnf,4540,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,1.1800,N/A,1.23,1.57,9.0,0,blasted_case_1_b12_1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4540
blasted_case_1_b12_1.cnf.gz.no_w.cnf,4541,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,0.8100,N/A,0.84,1.17,8.0,0,blasted_case_1_b12_1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4541
blasted_case_1_b12_1.cnf.gz.no_w.cnf,4542,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,0.9900,N/A,1.02,1.37,9.0,0,blasted_case_1_b12_1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4542
blasted_case_1_b12_2.cnf.gz.no_w.cnf,4543,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.1400,16.1800,N/A,16.49,21.75,32.0,0,blasted_case_1_b12_2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4543
blasted_case_1_b12_2.cnf.gz.no_w.cnf,4544,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.1200,6.1500,N/A,6.3,7.69,15.0,0,blasted_case_1_b12_2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4544
blasted_case_1_b12_2.cnf.gz.no_w.cnf,4545,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1100,3.8200,N/A,3.98,4.94,12.0,0,blasted_case_1_b12_2.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4545
blasted_case_1_b12_2.cnf.gz.no_w.cnf,4546,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.1100,2.4500,N/A,2.54,3.4,10.0,0,blasted_case_1_b12_2.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4546
blasted_case_1_b12_2.cnf.gz.no_w.cnf,4547,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0900,1.4600,N/A,1.52,2.1,9.0,0,blasted_case_1_b12_2.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4547
blasted_case_1_b12_2.cnf.gz.no_w.cnf,4548,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0900,2.1500,N/A,2.27,3.08,10.0,0,blasted_case_1_b12_2.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4548
blasted_case_1_b12_even1.cnf.gz.no_w.cnf,4549,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,1.1600,342.5600,N/A,344.2,474.99,107.0,0,blasted_case_1_b12_even1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4549
blasted_case_1_b12_even1.cnf.gz.no_w.cnf,4550,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.9900,99.2100,N/A,100.59,138.86,77.0,0,blasted_case_1_b12_even1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4550
blasted_case_1_b12_even1.cnf.gz.no_w.cnf,4551,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.8000,46.4300,N/A,47.49,64.6,57.0,0,blasted_case_1_b12_even1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4551
blasted_case_1_b12_even1.cnf.gz.no_w.cnf,4552,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.8000,29.6300,N/A,30.74,41.56,59.0,0,blasted_case_1_b12_even1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4552
blasted_case_1_b12_even1.cnf.gz.no_w.cnf,4553,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.6300,16.3200,N/A,17.07,21.38,46.0,0,blasted_case_1_b12_even1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4553
blasted_case_1_b12_even1.cnf.gz.no_w.cnf,4554,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.6300,21.0900,N/A,22.01,28.18,60.0,0,blasted_case_1_b12_even1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4554
blasted_case_1_b12_even2.cnf.gz.no_w.cnf,4555,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.8900,311.4900,N/A,312.83,402.03,145.0,0,blasted_case_1_b12_even2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4555
blasted_case_1_b12_even2.cnf.gz.no_w.cnf,4556,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.7300,80.4400,N/A,81.39,99.18,73.0,0,blasted_case_1_b12_even2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4556
blasted_case_1_b12_even2.cnf.gz.no_w.cnf,4557,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.6700,36.2600,N/A,37.1,47.78,63.0,0,blasted_case_1_b12_even2.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4557
blasted_case_1_b12_even2.cnf.gz.no_w.cnf,4558,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.6500,30.2800,N/A,31.23,38.54,55.0,0,blasted_case_1_b12_even2.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4558
blasted_case_1_b12_even2.cnf.gz.no_w.cnf,4559,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.5900,13.6300,N/A,14.35,18.47,45.0,0,blasted_case_1_b12_even2.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4559
blasted_case_1_b12_even2.cnf.gz.no_w.cnf,4560,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.5900,19.1600,N/A,20.03,25.28,52.0,0,blasted_case_1_b12_even2.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4560
blasted_case_1_b12_even3.cnf.gz.no_w.cnf,4561,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,1.5700,943.6000,N/A,945.81,1228.04,129.0,0,blasted_case_1_b12_even3.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4561
blasted_case_1_b12_even3.cnf.gz.no_w.cnf,4562,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,1.3100,339.8800,N/A,341.6,439.78,131.0,0,blasted_case_1_b12_even3.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4562
blasted_case_1_b12_even3.cnf.gz.no_w.cnf,4563,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,1.1800,163.9500,N/A,165.56,210.15,168.0,0,blasted_case_1_b12_even3.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4563
blasted_case_1_b12_even3.cnf.gz.no_w.cnf,4564,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,1.1800,113.5700,N/A,115.42,149.83,180.0,0,blasted_case_1_b12_even3.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4564
blasted_case_1_b12_even3.cnf.gz.no_w.cnf,4565,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,1.0500,51.8900,N/A,53.2,69.37,86.0,0,blasted_case_1_b12_even3.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4565
blasted_case_1_b12_even3.cnf.gz.no_w.cnf,4566,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,1.0600,46.1900,N/A,47.63,63.17,107.0,0,blasted_case_1_b12_even3.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4566
blasted_case_1_b14_1.cnf.gz.no_w.cnf,4567,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.0800,22.3300,N/A,22.56,28.85,42.0,0,blasted_case_1_b14_1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4567
blasted_case_1_b14_1.cnf.gz.no_w.cnf,4568,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0600,7.3900,N/A,7.47,9.4,20.0,0,blasted_case_1_b14_1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4568
blasted_case_1_b14_1.cnf.gz.no_w.cnf,4569,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0600,2.6200,N/A,2.72,3.45,12.0,0,blasted_case_1_b14_1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4569
blasted_case_1_b14_1.cnf.gz.no_w.cnf,4570,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0600,2.3200,N/A,2.38,3.09,12.0,0,blasted_case_1_b14_1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4570
blasted_case_1_b14_1.cnf.gz.no_w.cnf,4571,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,1.4800,N/A,1.54,1.96,10.0,0,blasted_case_1_b14_1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4571
blasted_case_1_b14_1.cnf.gz.no_w.cnf,4572,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,2.2400,N/A,2.35,2.95,12.0,0,blasted_case_1_b14_1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4572
blasted_case_1_b14_2.cnf.gz.no_w.cnf,4573,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.1000,18.5400,N/A,18.77,23.38,35.0,0,blasted_case_1_b14_2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4573
blasted_case_1_b14_2.cnf.gz.no_w.cnf,4574,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0800,7.2200,N/A,7.33,9.19,19.0,0,blasted_case_1_b14_2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4574
blasted_case_1_b14_2.cnf.gz.no_w.cnf,4575,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0700,4.4800,N/A,4.58,6.51,14.0,0,blasted_case_1_b14_2.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4575
blasted_case_1_b14_2.cnf.gz.no_w.cnf,4576,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0600,3.6500,N/A,3.76,5.3,14.0,0,blasted_case_1_b14_2.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4576
blasted_case_1_b14_2.cnf.gz.no_w.cnf,4577,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0600,1.5700,N/A,1.6,2.31,10.0,0,blasted_case_1_b14_2.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4577
blasted_case_1_b14_2.cnf.gz.no_w.cnf,4578,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0600,2.1800,N/A,2.29,3.27,14.0,0,blasted_case_1_b14_2.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4578
blasted_case_1_b14_3.cnf.gz.no_w.cnf,4579,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.0600,16.3300,N/A,17.31,25.47,35.0,0,blasted_case_1_b14_3.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4579
blasted_case_1_b14_3.cnf.gz.no_w.cnf,4580,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.0500,5.0700,N/A,5.15,7.18,16.0,0,blasted_case_1_b14_3.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4580
blasted_case_1_b14_3.cnf.gz.no_w.cnf,4581,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,2.1100,N/A,2.19,3.16,12.0,0,blasted_case_1_b14_3.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4581
blasted_case_1_b14_3.cnf.gz.no_w.cnf,4582,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,2.5400,N/A,2.61,3.69,12.0,0,blasted_case_1_b14_3.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4582
blasted_case_1_b14_3.cnf.gz.no_w.cnf,4583,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,1.3900,N/A,1.47,2.05,10.0,0,blasted_case_1_b14_3.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4583
blasted_case_1_b14_3.cnf.gz.no_w.cnf,4584,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,1.6500,N/A,1.77,2.56,13.0,0,blasted_case_1_b14_3.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4584
blasted_case_1_b14_even.cnf.gz.no_w.cnf,4585,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.5000,202.3100,N/A,203.21,274.19,109.0,0,blasted_case_1_b14_even.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4585
blasted_case_1_b14_even.cnf.gz.no_w.cnf,4586,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.4100,69.9500,N/A,70.64,97.08,51.0,0,blasted_case_1_b14_even.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4586
blasted_case_1_b14_even.cnf.gz.no_w.cnf,4587,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.3700,36.2500,N/A,36.84,48.8,46.0,0,blasted_case_1_b14_even.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4587
blasted_case_1_b14_even.cnf.gz.no_w.cnf,4588,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.3400,25.0600,N/A,25.67,33.35,40.0,0,blasted_case_1_b14_even.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4588
blasted_case_1_b14_even.cnf.gz.no_w.cnf,4589,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.3100,12.0300,N/A,12.52,16.25,36.0,0,blasted_case_1_b14_even.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4589
blasted_case_1_b14_even.cnf.gz.no_w.cnf,4590,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.2800,10.8600,N/A,11.29,15.01,43.0,0,blasted_case_1_b14_even.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4590
blasted_case_1_ptb_1.cnf.gz.no_w.cnf,4591,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.2900,109.6300,N/A,110.23,142.78,78.0,0,blasted_case_1_ptb_1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4591
blasted_case_1_ptb_1.cnf.gz.no_w.cnf,4592,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.2400,34.1800,N/A,34.61,44.68,34.0,0,blasted_case_1_ptb_1.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4592
blasted_case_1_ptb_1.cnf.gz.no_w.cnf,4593,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2000,9.9600,N/A,10.45,16.35,24.0,0,blasted_case_1_ptb_1.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4593
blasted_case_1_ptb_1.cnf.gz.no_w.cnf,4594,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.2000,10.0100,N/A,10.51,15.76,30.0,0,blasted_case_1_ptb_1.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4594
blasted_case_1_ptb_1.cnf.gz.no_w.cnf,4595,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.1800,4.9300,N/A,5.24,8.1,21.0,0,blasted_case_1_ptb_1.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4595
blasted_case_1_ptb_1.cnf.gz.no_w.cnf,4596,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.1800,6.5800,N/A,6.98,10.78,29.0,0,blasted_case_1_ptb_1.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4596
blasted_case_1_ptb_2.cnf.gz.no_w.cnf,4597,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.9400,86.1500,N/A,88.26,133.8,94.0,0,blasted_case_1_ptb_2.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4597
blasted_case_1_ptb_2.cnf.gz.no_w.cnf,4598,0.3,1.2,sampleout,100,Success,Non-Ideal,0.0000,0,0.7900,32.0700,N/A,33.34,50.85,49.0,0,blasted_case_1_ptb_2.cnf.gz.no_w.cnf_r_1.2_e_0.3_samples_100_sampleout_sampleout_Run4598
blasted_case_1_ptb_2.cnf.gz.no_w.cnf,4599,0.3,1.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.7000,16.6100,N/A,17.62,26.86,37.0,0,blasted_case_1_ptb_2.cnf.gz.no_w.cnf_r_1.3_e_0.3_samples_100_sampleout_sampleout_Run4599
blasted_case_1_ptb_2.cnf.gz.no_w.cnf,4600,0.3,1.4,sampleout,100,Success,Non-Ideal,0.0000,0,0.7600,15.5300,N/A,16.42,22.89,28.0,0,blasted_case_1_ptb_2.cnf.gz.no_w.cnf_r_1.4_e_0.3_samples_100_sampleout_sampleout_Run4600
blasted_case_1_ptb_2.cnf.gz.no_w.cnf,4601,0.3,1.5,sampleout,100,Success,Non-Ideal,0.0000,0,0.6500,11.0400,N/A,11.8,15.06,24.0,0,blasted_case_1_ptb_2.cnf.gz.no_w.cnf_r_1.5_e_0.3_samples_100_sampleout_sampleout_Run4601
blasted_case_1_ptb_2.cnf.gz.no_w.cnf,4602,0.3,1.6,sampleout,100,Success,Non-Ideal,0.0000,0,0.6600,11.5400,N/A,12.34,14.94,27.0,0,blasted_case_1_ptb_2.cnf.gz.no_w.cnf_r_1.6_e_0.3_samples_100_sampleout_sampleout_Run4602
blasted_case_2_b12_1.cnf.gz.no_w.cnf,4603,0.3,1.1,sampleout,100,Success,Non-Ideal,0.0000,0,0.0700,7.3900,N/A,7.57,9.55,25.0,0,blasted_case_2_b12_1.cnf.gz.no_w.cnf_r_1.1_e_0.3_samples_100_sampleout_sampleout_Run4603
