Input_File,Run_ID,e,sampleout,samples,Outcome,Sampling_Case,Success_Prob,Solutions_Found,ApproxMC_Time,Sampling_Time,Avg_Sample_Time,CPU_Time,Wall_Time,Space_MB,Result_Code,Directory_Ref
leader_sync4_11.pm_5steps_7int_12fract_elected_over.dimacs.gz.no_w.cnf,965,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1300,38.2200,N/A,38.55,51.08,47.0,0,leader_sync4_11.pm_5steps_7int_12fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run965
leader_sync4_11.pm_5steps_7int_12fract_elected_under.dimacs.gz.no_w.cnf,966,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1300,35.3700,N/A,35.68,48.17,47.0,0,leader_sync4_11.pm_5steps_7int_12fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run966
leader_sync4_11.pm_5steps_7int_13fract_elected_neg_over.dimacs.gz.no_w.cnf,967,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.4600,76.1300,N/A,76.81,100.97,23.0,0,leader_sync4_11.pm_5steps_7int_13fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run967
leader_sync4_11.pm_5steps_7int_13fract_elected_neg_under.dimacs.gz.no_w.cnf,968,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1900,47.7000,N/A,48.07,62.49,80.0,0,leader_sync4_11.pm_5steps_7int_13fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run968
leader_sync4_11.pm_5steps_7int_13fract_elected_over.dimacs.gz.no_w.cnf,969,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1500,51.1000,N/A,51.51,68.64,59.0,0,leader_sync4_11.pm_5steps_7int_13fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run969
leader_sync4_11.pm_5steps_7int_13fract_elected_under.dimacs.gz.no_w.cnf,970,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1500,54.8100,N/A,55.22,76.16,59.0,0,leader_sync4_11.pm_5steps_7int_13fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run970
leader_sync4_11.pm_5steps_7int_14fract_elected_neg_over.dimacs.gz.no_w.cnf,971,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.3800,93.8100,N/A,94.34,121.29,31.0,0,leader_sync4_11.pm_5steps_7int_14fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run971
leader_sync4_11.pm_5steps_7int_14fract_elected_neg_under.dimacs.gz.no_w.cnf,972,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2300,85.7200,N/A,86.28,113.65,101.0,0,leader_sync4_11.pm_5steps_7int_14fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run972
leader_sync4_11.pm_5steps_7int_14fract_elected_over.dimacs.gz.no_w.cnf,973,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1500,48.0100,N/A,48.4,66.44,55.0,0,leader_sync4_11.pm_5steps_7int_14fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run973
leader_sync4_11.pm_5steps_7int_14fract_elected_under.dimacs.gz.no_w.cnf,974,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1700,81.0600,N/A,81.52,105.49,69.0,0,leader_sync4_11.pm_5steps_7int_14fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run974
leader_sync4_11.pm_5steps_7int_15fract_elected_neg_over.dimacs.gz.no_w.cnf,975,0.3,sampleout,100,Success,Ideal,0.0000,0,0.0653,,N/A,0.0,0.1,0.0,0,leader_sync4_11.pm_5steps_7int_15fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run975
leader_sync4_11.pm_5steps_7int_15fract_elected_neg_under.dimacs.gz.no_w.cnf,976,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2100,58.4500,N/A,58.93,77.14,83.0,0,leader_sync4_11.pm_5steps_7int_15fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run976
leader_sync4_11.pm_5steps_7int_15fract_elected_over.dimacs.gz.no_w.cnf,977,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1600,70.1500,N/A,70.57,92.85,66.0,0,leader_sync4_11.pm_5steps_7int_15fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run977
leader_sync4_11.pm_5steps_7int_15fract_elected_under.dimacs.gz.no_w.cnf,978,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1400,69.7000,N/A,70.09,92.18,65.0,0,leader_sync4_11.pm_5steps_7int_15fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run978
leader_sync4_11.pm_5steps_7int_16fract_elected_neg_over.dimacs.gz.no_w.cnf,979,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.3600,93.9600,N/A,94.55,126.55,43.0,0,leader_sync4_11.pm_5steps_7int_16fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run979
leader_sync4_11.pm_5steps_7int_16fract_elected_neg_under.dimacs.gz.no_w.cnf,980,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2400,77.8600,N/A,78.41,102.66,99.0,0,leader_sync4_11.pm_5steps_7int_16fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run980
leader_sync4_11.pm_5steps_7int_16fract_elected_over.dimacs.gz.no_w.cnf,981,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1700,62.9600,N/A,63.36,83.27,62.0,0,leader_sync4_11.pm_5steps_7int_16fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run981
leader_sync4_11.pm_5steps_7int_16fract_elected_under.dimacs.gz.no_w.cnf,982,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1700,115.8000,N/A,116.28,152.75,84.0,0,leader_sync4_11.pm_5steps_7int_16fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run982
leader_sync4_11.pm_5steps_7int_17fract_elected_neg_over.dimacs.gz.no_w.cnf,983,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.4700,141.1100,N/A,141.82,197.07,45.0,0,leader_sync4_11.pm_5steps_7int_17fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run983
leader_sync4_11.pm_5steps_7int_17fract_elected_neg_under.dimacs.gz.no_w.cnf,984,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2700,92.7100,N/A,93.3,123.94,65.0,0,leader_sync4_11.pm_5steps_7int_17fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run984
leader_sync4_11.pm_5steps_7int_17fract_elected_over.dimacs.gz.no_w.cnf,985,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1800,65.1600,N/A,65.55,87.18,63.0,0,leader_sync4_11.pm_5steps_7int_17fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run985
leader_sync4_11.pm_5steps_7int_17fract_elected_under.dimacs.gz.no_w.cnf,986,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2000,70.2500,N/A,70.69,96.3,63.0,0,leader_sync4_11.pm_5steps_7int_17fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run986
leader_sync4_11.pm_5steps_7int_18fract_elected_neg_over.dimacs.gz.no_w.cnf,987,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.4000,145.9400,N/A,146.56,193.69,39.0,0,leader_sync4_11.pm_5steps_7int_18fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run987
leader_sync4_11.pm_5steps_7int_18fract_elected_neg_under.dimacs.gz.no_w.cnf,988,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2800,100.0400,N/A,100.61,135.18,105.0,0,leader_sync4_11.pm_5steps_7int_18fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run988
leader_sync4_11.pm_5steps_7int_18fract_elected_over.dimacs.gz.no_w.cnf,989,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1700,87.7900,N/A,88.25,118.45,69.0,0,leader_sync4_11.pm_5steps_7int_18fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run989
leader_sync4_11.pm_5steps_7int_18fract_elected_under.dimacs.gz.no_w.cnf,990,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1800,87.8900,N/A,88.38,112.45,73.0,0,leader_sync4_11.pm_5steps_7int_18fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run990
leader_sync4_11.pm_5steps_7int_19fract_elected_neg_over.dimacs.gz.no_w.cnf,991,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.5200,199.6800,N/A,200.49,259.49,55.0,0,leader_sync4_11.pm_5steps_7int_19fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run991
leader_sync4_11.pm_5steps_7int_19fract_elected_neg_under.dimacs.gz.no_w.cnf,992,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.3500,257.0600,N/A,257.83,347.58,112.0,0,leader_sync4_11.pm_5steps_7int_19fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run992
leader_sync4_11.pm_5steps_7int_19fract_elected_over.dimacs.gz.no_w.cnf,993,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2100,77.2800,N/A,77.76,105.18,66.0,0,leader_sync4_11.pm_5steps_7int_19fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run993
leader_sync4_11.pm_5steps_7int_19fract_elected_under.dimacs.gz.no_w.cnf,994,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2200,77.0200,N/A,77.46,104.61,66.0,0,leader_sync4_11.pm_5steps_7int_19fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run994
leader_sync4_11.pm_5steps_7int_20fract_elected_neg_over.dimacs.gz.no_w.cnf,995,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.5700,299.4600,N/A,300.6,396.98,60.0,0,leader_sync4_11.pm_5steps_7int_20fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run995
leader_sync4_11.pm_5steps_7int_20fract_elected_neg_under.dimacs.gz.no_w.cnf,996,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.4700,387.6800,N/A,388.53,510.01,87.0,0,leader_sync4_11.pm_5steps_7int_20fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run996
leader_sync4_11.pm_5steps_7int_20fract_elected_over.dimacs.gz.no_w.cnf,997,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1800,69.6900,N/A,70.22,89.33,69.0,0,leader_sync4_11.pm_5steps_7int_20fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run997
leader_sync4_11.pm_5steps_7int_20fract_elected_under.dimacs.gz.no_w.cnf,998,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2200,149.8300,N/A,150.38,194.34,92.0,0,leader_sync4_11.pm_5steps_7int_20fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run998
leader_sync4_11.pm_5steps_7int_4fract_elected_neg_over.dimacs.gz.no_w.cnf,999,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,7.4500,N/A,7.55,9.18,25.0,0,leader_sync4_11.pm_5steps_7int_4fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run999
leader_sync4_11.pm_5steps_7int_4fract_elected_neg_under.dimacs.gz.no_w.cnf,1000,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,leader_sync4_11.pm_5steps_7int_4fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1000
leader_sync4_11.pm_5steps_7int_4fract_elected_over.dimacs.gz.no_w.cnf,1001,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,5.9700,N/A,6.1,7.5,22.0,0,leader_sync4_11.pm_5steps_7int_4fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1001
leader_sync4_11.pm_5steps_7int_4fract_elected_under.dimacs.gz.no_w.cnf,1002,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,2.2800,N/A,2.39,2.86,16.0,0,leader_sync4_11.pm_5steps_7int_4fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1002
leader_sync4_11.pm_5steps_7int_5fract_elected_neg_over.dimacs.gz.no_w.cnf,1003,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0900,18.9200,N/A,19.13,23.77,35.0,0,leader_sync4_11.pm_5steps_7int_5fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1003
leader_sync4_11.pm_5steps_7int_5fract_elected_neg_under.dimacs.gz.no_w.cnf,1004,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0600,11.7900,N/A,11.94,14.5,29.0,0,leader_sync4_11.pm_5steps_7int_5fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1004
leader_sync4_11.pm_5steps_7int_5fract_elected_over.dimacs.gz.no_w.cnf,1005,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0600,8.2900,N/A,8.45,10.06,27.0,0,leader_sync4_11.pm_5steps_7int_5fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1005
leader_sync4_11.pm_5steps_7int_5fract_elected_under.dimacs.gz.no_w.cnf,1006,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0800,8.2200,N/A,8.36,11.51,30.0,0,leader_sync4_11.pm_5steps_7int_5fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1006
leader_sync4_11.pm_5steps_7int_6fract_elected_neg_over.dimacs.gz.no_w.cnf,1007,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1300,23.9500,N/A,24.21,32.1,36.0,0,leader_sync4_11.pm_5steps_7int_6fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1007
leader_sync4_11.pm_5steps_7int_6fract_elected_neg_under.dimacs.gz.no_w.cnf,1008,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1100,20.6500,N/A,20.89,24.99,43.0,0,leader_sync4_11.pm_5steps_7int_6fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1008
leader_sync4_11.pm_5steps_7int_6fract_elected_over.dimacs.gz.no_w.cnf,1009,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0700,10.6700,N/A,10.79,13.51,29.0,0,leader_sync4_11.pm_5steps_7int_6fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1009
leader_sync4_11.pm_5steps_7int_6fract_elected_under.dimacs.gz.no_w.cnf,1010,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0600,8.4400,N/A,8.55,10.79,31.0,0,leader_sync4_11.pm_5steps_7int_6fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1010
leader_sync4_11.pm_5steps_7int_7fract_elected_neg_over.dimacs.gz.no_w.cnf,1011,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1300,25.4700,N/A,25.74,32.45,27.0,0,leader_sync4_11.pm_5steps_7int_7fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1011
leader_sync4_11.pm_5steps_7int_7fract_elected_neg_under.dimacs.gz.no_w.cnf,1012,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1600,21.6600,N/A,21.96,27.35,42.0,0,leader_sync4_11.pm_5steps_7int_7fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1012
leader_sync4_11.pm_5steps_7int_7fract_elected_over.dimacs.gz.no_w.cnf,1013,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0900,19.2300,N/A,19.47,24.66,38.0,0,leader_sync4_11.pm_5steps_7int_7fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1013
leader_sync4_11.pm_5steps_7int_7fract_elected_under.dimacs.gz.no_w.cnf,1014,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0800,20.8500,N/A,21.1,26.05,39.0,0,leader_sync4_11.pm_5steps_7int_7fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1014
leader_sync4_11.pm_5steps_7int_8fract_elected_neg_over.dimacs.gz.no_w.cnf,1015,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1900,38.6700,N/A,38.94,46.21,18.0,0,leader_sync4_11.pm_5steps_7int_8fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1015
leader_sync4_11.pm_5steps_7int_8fract_elected_neg_under.dimacs.gz.no_w.cnf,1016,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1300,32.9900,N/A,33.3,38.63,51.0,0,leader_sync4_11.pm_5steps_7int_8fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1016
leader_sync4_11.pm_5steps_7int_8fract_elected_over.dimacs.gz.no_w.cnf,1017,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0800,23.4000,N/A,23.61,27.06,41.0,0,leader_sync4_11.pm_5steps_7int_8fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1017
leader_sync4_11.pm_5steps_7int_8fract_elected_under.dimacs.gz.no_w.cnf,1018,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1000,28.0600,N/A,28.35,34.65,43.0,0,leader_sync4_11.pm_5steps_7int_8fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1018
leader_sync4_11.pm_5steps_7int_9fract_elected_neg_over.dimacs.gz.no_w.cnf,1019,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2300,51.0600,N/A,51.41,62.09,25.0,0,leader_sync4_11.pm_5steps_7int_9fract_elected_neg_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1019
leader_sync4_11.pm_5steps_7int_9fract_elected_neg_under.dimacs.gz.no_w.cnf,1020,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1500,44.8800,N/A,45.23,54.33,68.0,0,leader_sync4_11.pm_5steps_7int_9fract_elected_neg_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1020
leader_sync4_11.pm_5steps_7int_9fract_elected_over.dimacs.gz.no_w.cnf,1021,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0900,22.4100,N/A,22.64,27.54,39.0,0,leader_sync4_11.pm_5steps_7int_9fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1021
leader_sync4_11.pm_5steps_7int_9fract_elected_under.dimacs.gz.no_w.cnf,1022,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1100,23.7100,N/A,23.98,29.14,41.0,0,leader_sync4_11.pm_5steps_7int_9fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1022
leader_sync4_2.pm_5steps_7int_1fract_elected_over.dimacs.gz.no_w.cnf,1023,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,leader_sync4_2.pm_5steps_7int_1fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1023
leader_sync4_2.pm_5steps_7int_1fract_elected_under.dimacs.gz.no_w.cnf,1024,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.05,0.0,0,leader_sync4_2.pm_5steps_7int_1fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1024
leader_sync4_32.pm_5steps_7int_5fract_elected_over.dimacs.gz.no_w.cnf,1025,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0700,8.1000,N/A,8.29,10.05,25.0,0,leader_sync4_32.pm_5steps_7int_5fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1025
leader_sync4_32.pm_5steps_7int_5fract_elected_under.dimacs.gz.no_w.cnf,1026,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0800,8.8100,N/A,9.03,12.47,25.0,0,leader_sync4_32.pm_5steps_7int_5fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1026
leader_sync4_64.pm_5steps_7int_6fract_elected_over.dimacs.gz.no_w.cnf,1027,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1900,15.3600,N/A,15.71,20.68,28.0,0,leader_sync4_64.pm_5steps_7int_6fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1027
leader_sync4_64.pm_5steps_7int_6fract_elected_under.dimacs.gz.no_w.cnf,1028,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.2200,17.4200,N/A,17.82,23.17,28.0,0,leader_sync4_64.pm_5steps_7int_6fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1028
leader_sync4_8.pm_5steps_7int_3fract_elected_over.dimacs.gz.no_w.cnf,1029,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,1.6400,N/A,1.78,2.47,16.0,0,leader_sync4_8.pm_5steps_7int_3fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1029
leader_sync4_8.pm_5steps_7int_3fract_elected_under.dimacs.gz.no_w.cnf,1030,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0100,1.6100,N/A,1.79,2.45,14.0,0,leader_sync4_8.pm_5steps_7int_3fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1030
leader_sync6_2.pm_7steps_7int_1fract_elected_over.dimacs.gz.no_w.cnf,1031,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.02,0.0,0,leader_sync6_2.pm_7steps_7int_1fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1031
leader_sync6_2.pm_7steps_7int_1fract_elected_under.dimacs.gz.no_w.cnf,1032,0.3,sampleout,100,Success,Ideal,0.0000,0,,,N/A,0.0,0.03,0.0,0,leader_sync6_2.pm_7steps_7int_1fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1032
leader_sync6_32.pm_7steps_7int_5fract_elected_over.dimacs.gz.no_w.cnf,1033,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1200,19.6800,N/A,20.08,24.06,35.0,0,leader_sync6_32.pm_7steps_7int_5fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1033
leader_sync6_32.pm_7steps_7int_5fract_elected_under.dimacs.gz.no_w.cnf,1034,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.1200,19.7600,N/A,20.17,24.23,36.0,0,leader_sync6_32.pm_7steps_7int_5fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1034
leader_sync6_64.pm_7steps_7int_6fract_elected_over.dimacs.gz.no_w.cnf,1035,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.4600,38.3100,N/A,39.15,47.07,34.0,0,leader_sync6_64.pm_7steps_7int_6fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1035
leader_sync6_64.pm_7steps_7int_6fract_elected_under.dimacs.gz.no_w.cnf,1036,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.4500,40.1400,N/A,40.88,51.55,34.0,0,leader_sync6_64.pm_7steps_7int_6fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1036
leader_sync6_8.pm_7steps_7int_3fract_elected_over.dimacs.gz.no_w.cnf,1037,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,5.4900,N/A,5.65,6.87,21.0,0,leader_sync6_8.pm_7steps_7int_3fract_elected_over.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1037
leader_sync6_8.pm_7steps_7int_3fract_elected_under.dimacs.gz.no_w.cnf,1038,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,0.0400,5.4900,N/A,5.66,6.63,22.0,0,leader_sync6_8.pm_7steps_7int_3fract_elected_under.dimacs.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1038
listReverse.sk_11_43.cnf.gz.no_w.cnf,1039,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,5.1800,309.7000,N/A,315.46,387.48,38.0,0,listReverse.sk_11_43.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1039
log-1.cnf.gz.no_w.cnf,1040,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3146.15,3901.21,105.0,2,log-1.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1040
log-2.cnf.gz.no_w.cnf,1041,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,6.1200,616.8500,N/A,623.32,785.31,51.0,0,log-2.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1041
log-3.cnf.gz.no_w.cnf,1042,0.3,sampleout,100,Timeout (Sampling),Non-Ideal,0.0000,0,36.4600,,N/A,3077.6,3901.21,70.0,2,log-3.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1042
log-4.cnf.gz.no_w.cnf,1043,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3182.33,3901.26,169.0,2,log-4.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1043
log-5.cnf.gz.no_w.cnf,1044,0.3,sampleout,100,Timeout (ApproxMC),Unknown,0.0000,0,,,N/A,3152.8,3901.23,256.0,2,log-5.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1044
log2.sk_72_391.cnf.gz.no_w.cnf,1045,0.3,sampleout,100,Success,Non-Ideal,0.0000,0,3.0500,1149.7100,N/A,1153.44,1471.17,98.0,0,log2.sk_72_391.cnf.gz.no_w.cnf_e_0.3_samples_100_sampleout_sampleout_Run1045
